year,dominant,population
1951,False,0.12110687110115852
1951,True,99.87889312889884
1971,False,1.8101235612451416
1971,True,98.18987643875487
1991,False,6.186063926106876
1991,True,93.81393607389312
2001,False,9.075246417644735
2001,True,90.92475358235527
2011,False,14.583957400502252
2011,True,85.41604259949774
